DateTime,Entries,UniqueIPs
1512093916,5811,5903
1512130816,5810,5902
1512131117,5809,5901
1512956416,5808,5900
1512959125,5806,5898
1514304315,5805,5897
1514659217,5806,5898
1515300016,5805,5897
1517427617,5804,5896
1517430017,5803,5895
1517436616,5802,5894
1519258516,5800,5892
1519260017,5799,5891
1519670417,5800,5892
1519707619,5801,5893
1519778416,5799,5891
1520812516,5798,5890
1521676820,5797,5889
1521677417,5796,5888
1522483217,5797,5889
1522794317,5795,5887
1522795817,5794,5886
1522799716,5792,5884
1523566518,5830,5922
1523568017,5832,5924
1523570426,5836,5928
1523572218,5834,5926
1523574918,5833,5925
1523577318,5851,5943
1523622619,5913,6005
1523627118,5917,6009
1523714717,5966,6058
1523715017,5991,6084
1523759117,6058,6152
1523901017,6224,6320
1523909417,6223,6319
1523999719,6277,6374
1524080418,6312,6410
1524099317,6316,6426
1524139519,6315,6425
1524670818,6314,6424
1525169118,6315,6425
1525248917,6314,6424
1525252518,6315,6425
1525926018,6314,6424
1526415620,6313,6423
1526416220,6312,6422
1526418320,6311,6421
1526925618,5610,5719
1527313811,5610,5719
1527315311,5610,5719
1527345312,5610,5719
1527347414,5610,5719
1527350722,5610,5719
1527371113,5610,5719
1527392114,5610,5719
1527400211,5610,5719
1527992714,5610,5719
1528004711,5610,5719
1528311911,5608,5717
1528313412,5606,5715
1528320310,5606,5715
1528324221,5606,5715
1528326621,5606,5715
1528331723,5606,5715
1530864329,5605,5714
1532887225,5750,5859
1532887824,5753,5862
1532888424,5804,5913
1532888727,6189,6301
1532889026,6347,6459
1532889328,6349,6461
1532889626,6366,6478
1532889926,6376,6488
1532920222,6801,6915
1532973323,6919,7033
1533013522,6918,7032
1533144625,6967,7081
1533145225,7703,7822
1533145824,7961,8082
1533146122,8296,8419
1533159026,8348,8471
1533162328,8347,8470
1533162633,8346,8469
1533164422,8345,8468
1533166229,8347,8470
1533166822,8348,8471
1533169223,8349,8472
1533172530,8350,8473
1533174327,8351,8474
1533174924,8352,8475
1533227128,8355,8478
1533227430,8360,8483
1533227730,8361,8484
1533228625,8363,8486
1533228926,8364,8487
1533230422,8370,8493
1533231027,8372,8495
1533232228,8373,8496
1533232828,8375,8498
1533233129,8376,8499
1533233728,8377,8500
1533234628,8378,8501
1533235225,8382,8505
1533235531,8383,8506
1533236121,8386,8509
1533237331,8390,8513
1533237925,8392,8515
1533238225,8394,8517
1533238829,8395,8518
1533239425,8396,8519
1533240328,8397,8520
1533240924,8399,8522
1533241224,8401,8524
1533241532,8404,8527
1533242432,8405,8528
1533242725,8407,8530
1533243324,8408,8531
