DateTime,AddedIPs,RemovedIPs
1533140523,80,0
1533141124,78,79
1533141723,78,157
1533142923,77,79
1533144124,73,143
1533144723,79,0
1533145323,71,76
1533146523,77,152
1533147124,76,0
1533147724,66,0
1533148923,80,149
1533149523,78,75
1533150123,77,0
1533151323,78,228
1533151924,80,75
1533152523,80,0
1533153123,77,0
1533153723,72,0
1533154923,80,76
1533156123,80,151
1533156723,42,0
1533157324,64,0
1533157924,77,80
1533158523,51,63
1533159123,77,0
1533159723,80,0
1533160323,58,125
1533160923,80,60
1533162123,74,0
1533162723,75,78
1533163323,78,0
1533164524,79,152
1533165123,79,73
1533166323,71,78
1533166923,78,78
1533168123,77,79
1533168724,80,0
1533169323,79,0
1533170523,76,155
1533171723,76,79
1533172323,72,0
1533172923,75,0
1533173524,77,79
1533174123,73,0
1533174723,73,74
1533175323,77,76
1533176525,75,0
1533177723,77,235
1533178922,75,73
1533179524,77,148
1533180123,74,77
1533181322,74,0
1533182523,75,224
1533183723,59,76
1533184323,79,0
1533184924,79,0
1533185523,49,77
1533186123,78,79
1533186723,26,0
1533187324,25,77
1533188523,52,0
1533189724,25,221
1533190923,10,157
1533191523,80,77
1533192124,77,0
1533193324,80,135
1533193924,79,0
1533194524,78,157
1533195124,74,0
1533195723,75,159
1533196325,75,0
1533196924,77,160
1533198124,76,0
1533198724,75,156
1533199324,79,77
1533199923,80,0
1533200524,75,119
1533201124,78,0
1533201724,79,80
1533202923,77,78
1533203523,79,0
1533204124,80,130
1533204724,74,0
1533205323,75,153
1533206523,78,0
1533207123,76,76
1533207723,74,75
1533208323,78,75
1533208923,77,0
1533210123,76,152
1533210723,74,0
1533211323,76,78
1533212523,77,146
1533213723,75,74
1533214923,73,0
1533216124,80,218
1533217323,77,73
1533217923,80,80
1533218523,78,78
1533219723,79,0
1533220922,80,124
1533222123,79,80
1533222724,80,10
1533223324,77,0
1533224523,68,155
1533225124,62,0
1533225725,75,105
1533226323,79,26
1533226923,80,78
1533228124,65,50
1533229324,79,141
1533230524,64,77
1533231723,78,56
1533232924,77,138
1533233523,41,77
1533234124,32,77
1533235323,80,0
1533236523,79,229
1533237723,80,0
1533238324,77,157
1533238923,78,31
1533239524,77,0
1533240124,79,80
1533241323,71,160
1533242523,79,79
1533243124,80,42
1533243724,80,37
1533244923,78,160
1533245523,77,74
1533246123,77,78
1533247323,53,80
1533247923,80,77
1533248523,79,77
1533249723,79,80
1533250923,80,79
1533252123,80,158
1533253324,80,155
1533253924,80,0
1533254523,76,0
1533255723,74,126
1533256323,75,77
1533256923,73,0
1533258124,79,72
1533258724,75,76
1533259323,76,79
1533259923,76,139
1533260524,73,0
1533261723,80,232
1533262324,77,0
1533262923,79,77
1533264123,76,0
1533265323,72,151
1533266523,41,80
1533267723,78,76
1533268323,55,79
1533268923,80,0
1533270123,78,77
1533271323,71,233
1533272523,78,80
1533273724,51,160
1533274924,80,80
1533275524,49,80
1533276124,80,0
1533276724,74,80
1533277323,74,0
1533278524,80,158
1533279724,73,78
1533280324,76,153
1533280924,73,78
1533282123,75,75
1533282723,72,152
1533283324,76,0
1533284523,77,78
1533285123,73,75
1533285724,76,80
1533286924,79,160
1533287524,79,151
1533288124,80,0
1533289323,75,153
1533290523,69,155
1533291723,80,154
1533292323,79,0
1533292923,79,80
1533294124,73,71
1533295324,75,205
1533295923,76,0
1533296523,78,73
1533297123,74,0
1533297723,80,76
1533298323,78,74
1533298923,64,0
1533300124,79,80
1533300725,80,76
1533301324,80,49
1533302524,76,0
1533303723,80,79
1533304923,79,149
1533306123,80,158
1533307323,77,0
1533308523,77,136
1533309724,76,80
1533310924,80,42
1533312126,76,158
1533312724,80,78
1533313324,77,78
1533313924,78,77
1533314523,74,79
1533315124,74,0
1533315724,80,0
1533316924,77,78
1533318123,77,76
1533319323,77,79
1533320524,67,158
1533321723,78,144
1533322323,75,0
1533322924,80,80
1533323524,77,0
1533324123,68,0
1533325324,60,155
1533326523,37,156
1533327724,78,137
1533328924,76,0
1533329524,79,156
1533330124,76,0
1533330723,80,80
1533331323,78,78
1533331923,73,0
1533332523,80,72
1533333123,77,80
1533333723,80,80
1533334323,68,0
1533334923,80,78
1533335523,80,71
1533336123,80,77
1533337324,76,77
1533338524,77,74
1533339124,80,0
1533339723,72,0
1533340925,74,235
1533341524,75,0
1533342123,73,59
1533343323,63,74
1533343923,53,76
1533344523,76,77
1533345723,37,74
1533346323,79,148
1533346924,70,74
1533348123,80,0
1533348723,80,153
1533349323,80,74
1533350523,49,0
1533351723,76,77
1533352923,78,53
1533353523,80,38
1533354123,80,71
1533355324,78,160
1533355923,26,0
1533356523,80,48
1533357722,74,0
1533358923,74,80
1533360122,79,73
1533361323,79,159
1533362525,78,80
1533363123,79,145
1533363723,75,79
1533364923,32,0
1533366123,75,155
1533366723,79,0
1533367323,78,76
1533368523,76,154
1533369122,80,0
1533369724,80,157
1533370923,79,79
1533371522,80,61
1533372123,79,0
1533373323,80,40
1533374523,80,154
1533375722,80,159
1533376323,80,0
1533376923,80,68
1533377524,80,0
1533378122,80,0
1533379323,76,157
1533380523,79,157
1533381122,76,0
1533381723,80,0
1533382923,78,156
1533384123,77,229
1533384723,79,79
1533385323,80,22
1533386523,78,80
1533387723,5,80
1533388323,75,80
1533388924,80,80
1533389524,80,0
1533390123,79,0
1533390724,80,80
1533391324,80,80
1533391923,80,0
1533392523,80,80
1533393123,80,0
1533393723,80,79
1533394924,80,0
1533396124,58,159
1533397323,80,76
1533398524,48,0
1533399124,80,70
1533399724,80,79
1533400323,80,78
1533400923,80,79
1533402123,80,159
1533403323,73,79
1533404523,76,159
1533405724,78,0
1533406324,78,80
1533406923,77,73
1533407523,76,0
1533408123,77,48
1533408723,74,80
1533409323,77,0
1533410523,77,160
1533411723,80,138
1533412323,80,0
1533412923,79,0
1533413523,80,80
1533414124,80,0
1533414723,80,80
1533415323,80,77
1533415923,80,0
1533416524,80,159
1533417723,80,80
1533418923,80,159
1533420122,79,158
1533420723,80,80
1533421323,80,160
1533421924,80,74
1533422524,80,6
1533424324,80,80
1533424922,80,0
1533425523,80,80
1533426123,79,141
1533426723,80,0
1533427323,80,0
1533428524,49,209
1533429123,80,0
1533429723,80,80
1533430923,78,80
1533431523,66,77
1533432124,79,79
1533433323,80,80
1533434524,80,80
1533435124,80,80
1533435724,80,160
1533436924,76,0
1533437523,80,80
1533438123,80,0
1533438723,80,78
1533439323,77,0
1533439923,80,113
1533440523,80,0
1533441123,80,79
1533441724,80,0
1533442323,80,160
1533442924,80,0
1533443523,79,74
1533444124,80,77
1533445323,77,78
1533445924,77,0
1533446523,79,80
